Street,From,To,Distance_km,Travel_time_min,Congestion_level
Rua das Laranjeiras,68,54,0.68,5.06,0.52
Rua das Acacias,86,94,4.67,29.52,0.56
Rua dos Cedros,138,56,2.62,10.45,0.71
Rua das Violetas,98,51,1.87,13.16,0.45
Rua das Acacias,26,152,0.66,23.98,0.21
Rua das Laranjeiras,147,28,3.42,25.22,0.57
Rua dos Pinheiros,2,27,4.11,28.29,0.34
Rua das Flores,52,115,1.78,14.8,0.74
Rua das Flores,82,15,1.47,20.56,0.18
Rua do Sol,129,96,3.42,9.51,0.55
Rua das Oliveiras,110,86,2.74,12.98,0.82
Rua das Palmeiras,134,16,4.51,30.0,0.16
Rua das Nuvens,156,69,2.97,12.7,0.42
Rua das Violetas,152,92,3.81,17.53,0.21
Rua das Acacias,14,2,1.8,3.0,0.79
Rua das Laranjeiras,29,101,2.79,6.19,0.94
Rua dos Jacarandas,153,60,3.09,27.05,0.96
Rua das Oliveiras,136,119,1.56,2.49,0.6
Rua das Oliveiras,42,112,4.7,13.39,0.98
Rua das Nuvens,91,106,2.39,10.46,0.89
Rua dos Cedros,84,47,3.82,1.72,0.37
Rua dos Girassois,8,37,3.3,26.72,0.45
Rua do Sol,34,65,1.94,11.25,0.29
Rua da Montanha,147,90,4.17,4.26,0.65
Rua dos Cravos,31,127,4.87,4.11,0.63
Rua da Colina,12,51,0.81,26.08,0.41
Rua da Montanha,2,10,4.2,28.19,0.21
Rua das Flores,58,76,2.04,2.75,0.18
Rua dos Jacarandas,16,91,3.97,5.96,0.89
Rua da Colina,84,59,1.13,8.6,0.82
Rua das Rosas,23,145,3.95,1.57,0.98
Rua das Aguas,4,82,2.56,15.87,0.41
Rua das Aguas,3,122,1.21,15.71,0.89
Rua dos Jacarandas,113,4,0.68,12.29,0.39
Rua da Colina,104,135,4.46,7.6,0.97
Rua das Acacias,113,141,1.46,15.96,0.35
Rua do Sol,157,106,0.96,6.9,0.4
Rua das Violetas,114,18,1.68,29.72,0.4
Rua das Palmeiras,75,138,2.43,8.16,0.64
Rua das Acacias,94,32,4.44,24.68,0.51
Rua das Laranjeiras,114,140,4.93,22.63,0.62
Rua dos Cravos,91,35,3.7,19.57,0.98
Rua da Cascata,13,87,1.81,24.94,0.26
Rua dos Ipes,135,138,3.97,28.79,0.39
Rua das Oliveiras,49,109,2.0,7.57,0.95
Rua das Palmeiras,46,125,3.66,3.86,0.78
Rua da Lua,90,123,2.03,10.69,0.43
Rua das Oliveiras,21,27,4.03,11.19,0.28
Rua da Aurora,25,20,0.78,28.16,0.97
Rua da Aurora,14,26,3.96,14.52,0.19
Rua do Sol,53,39,1.76,24.3,0.45
Rua das Rosas,29,57,4.65,13.78,0.49
Rua das Palmeiras,97,55,4.7,4.66,0.85
Rua das Orquideas,25,116,3.16,27.11,0.9
Rua das Laranjeiras,122,60,3.35,2.54,0.89
Rua da Cascata,51,55,0.54,13.2,0.65
Rua das Flores,157,101,1.43,18.81,0.91
Rua das Rosas,40,148,0.69,20.6,0.37
Rua da Aurora,72,28,2.46,14.21,0.7
Rua dos Girassois,45,89,1.51,14.63,0.56
Rua dos Cedros,118,104,4.05,13.38,0.68
Rua da Colina,82,62,3.32,17.49,0.76
Rua da Lua,81,12,3.26,27.82,0.1
Rua da Colina,157,139,3.21,15.96,0.75
Rua da Cascata,121,23,1.14,21.93,0.38
Rua das Margaridas,69,113,1.65,19.83,0.43
Rua das Violetas,77,140,2.99,24.32,0.62
Rua das Oliveiras,52,74,2.52,17.54,0.96
Rua das Rosas,4,131,4.48,6.02,0.58
Rua das Aguas,10,27,3.86,22.65,0.89
Rua das Palmeiras,150,63,2.03,26.35,0.61
Rua da Cascata,122,54,4.85,15.18,0.31
Rua das Violetas,112,41,1.78,5.23,0.59
Rua dos Jacarandas,41,102,1.35,25.46,0.16
Rua dos Pinheiros,27,144,2.55,20.92,0.97
Rua dos Lirios,28,7,3.98,3.03,0.22
Rua da Colina,38,6,1.4,29.5,0.82
Rua das Palmeiras,37,72,2.22,29.13,0.55
Rua da Montanha,134,131,1.59,25.24,0.44
Rua dos Ipes,138,75,3.47,26.13,0.67
Rua das Oliveiras,105,83,4.21,12.45,0.15
Rua das Orquideas,68,113,4.61,6.26,0.78
Rua da Lua,14,138,4.33,12.22,0.75
Rua do Sol,5,118,4.95,23.33,0.46
Rua das Aguas,100,103,4.61,27.96,0.86
Rua da Cascata,77,135,2.61,6.92,0.33
Rua das Oliveiras,7,39,1.42,6.75,0.44
Rua dos Lirios,83,7,1.54,1.29,0.39
Rua dos Ipes,118,115,1.57,15.34,0.21
Rua das Oliveiras,2,43,4.02,16.36,0.62
Rua das Aguas,154,59,4.98,14.8,0.33
Rua dos Passaros,64,48,1.95,11.47,0.46
Rua da Montanha,70,142,4.79,10.64,0.29
Rua das Oliveiras,102,118,4.53,1.3,0.37
Rua dos Jacarandas,53,51,0.65,13.8,0.28
Rua da Montanha,70,119,2.51,23.51,0.73
Rua da Montanha,82,13,4.56,7.43,0.14
Rua da Aurora,20,75,4.58,27.35,0.2
Rua das Palmeiras,100,63,3.15,4.7,0.25
Rua dos Cravos,112,114,2.69,5.55,0.3
Rua das Laranjeiras,21,140,1.84,23.1,0.33
Rua das Oliveiras,48,47,3.64,1.26,0.45
Rua dos Cedros,77,154,1.56,6.85,0.41
Rua das Margaridas,41,84,1.31,16.7,0.7
Rua dos Ipes,36,56,3.23,8.36,0.71
Rua da Montanha,122,39,0.59,7.48,0.85
Rua dos Ipes,145,54,4.33,6.25,0.22
Rua das Rosas,134,58,2.37,13.31,0.95
Rua da Aurora,13,112,1.76,29.59,0.73
Rua dos Lirios,129,140,4.02,18.36,0.79
Rua dos Lirios,30,35,4.6,2.26,0.74
Rua da Montanha,14,117,2.56,19.15,0.81
Rua dos Cedros,91,68,0.55,25.07,0.4
Rua da Lua,128,77,0.69,27.98,0.13
Rua das Nuvens,103,104,3.98,20.3,0.98
Rua da Cascata,32,38,4.13,12.73,0.85
Rua dos Cravos,114,8,1.62,17.29,0.81
Rua das Palmeiras,137,62,4.16,22.7,0.45
Rua das Nuvens,148,149,3.48,19.67,0.82
Rua das Flores,116,93,2.58,29.49,0.88
Rua das Flores,151,3,0.61,11.74,0.18
Rua das Palmeiras,110,155,1.62,6.8,0.46
Rua das Oliveiras,59,144,1.65,25.44,0.85
Rua das Flores,44,59,0.58,17.99,0.21
Rua das Aguas,69,24,3.49,14.24,0.53
Rua dos Girassois,39,83,3.4,28.62,0.57
Rua das Orquideas,89,8,0.77,7.88,0.59
Rua da Colina,65,76,1.17,16.83,0.67
Rua da Montanha,32,83,0.81,7.39,0.76
Rua das Violetas,110,1,2.87,5.38,0.65
Rua dos Ipes,22,43,0.66,16.6,0.7
Rua dos Cedros,42,19,4.34,2.76,0.47
Rua dos Ipes,56,24,1.07,13.4,0.13
Rua das Orquideas,68,120,1.27,1.4,0.51
Rua das Oliveiras,64,17,3.13,15.83,0.9
Rua das Violetas,49,51,1.52,22.51,0.47
Rua das Palmeiras,143,115,2.8,3.33,0.35
Rua das Nuvens,89,21,3.43,5.51,0.34
Rua da Montanha,72,153,3.27,9.85,0.23
Rua das Palmeiras,38,109,3.64,29.17,0.78
Rua dos Cedros,148,152,2.86,22.12,0.14
Rua das Acacias,11,7,1.46,8.59,0.55
Rua dos Pinheiros,145,94,2.84,13.77,0.56
Rua das Oliveiras,1,61,2.33,22.11,0.24
Rua das Rosas,49,67,1.61,2.11,0.5
Rua da Lua,40,12,4.97,25.87,0.53
Rua dos Pinheiros,94,6,0.9,19.85,0.69
Rua das Acacias,0,138,2.51,7.38,0.8
Rua das Oliveiras,110,9,1.02,10.25,0.73
Rua das Flores,90,154,3.67,5.06,0.58
Rua das Violetas,53,74,3.87,4.99,0.93
Rua do Sol,102,85,1.05,17.23,0.33
Rua do Sol,19,129,4.98,9.36,0.63
Rua das Palmeiras,119,151,4.77,28.52,0.67
Rua do Campo,19,75,0.78,8.67,0.12
Rua da Aurora,19,40,3.15,22.23,0.63
Rua das Orquideas,148,75,4.46,18.01,0.14
Rua das Flores,90,46,0.58,17.56,0.91
Rua da Lua,69,140,3.42,11.22,0.27
Rua dos Lirios,118,88,3.85,2.67,0.78
Rua do Sol,103,60,1.94,21.26,0.44
Rua dos Cedros,130,45,1.23,24.8,0.72
Rua da Montanha,121,109,1.06,29.9,0.42
Rua dos Cravos,36,5,3.35,23.15,0.81
Rua das Acacias,48,96,0.57,19.15,0.23
Rua das Margaridas,121,54,4.2,28.99,0.99
Rua das Oliveiras,8,138,2.1,19.63,0.35
Rua dos Cravos,152,143,3.61,13.13,0.11
Rua das Oliveiras,63,129,2.74,14.72,0.62
Rua das Oliveiras,68,73,1.78,11.0,0.74
Rua das Nuvens,102,2,3.32,5.27,0.41
Rua do Sol,145,18,4.84,2.49,0.83
Rua das Flores,141,38,3.63,14.56,0.81
Rua das Flores,31,67,2.32,10.13,0.27
Rua das Aguas,73,70,0.6,27.23,0.96
Rua das Palmeiras,111,145,3.03,19.2,0.38
Rua da Colina,111,33,2.59,9.6,0.14
Rua das Acacias,150,117,3.57,15.43,0.12
Rua das Rosas,13,125,3.24,11.66,0.43
Rua das Palmeiras,68,147,2.81,14.92,0.32
Rua das Flores,57,27,2.6,2.68,0.65
Rua das Palmeiras,4,128,3.92,11.27,0.3
Rua das Aguas,63,71,1.85,2.65,0.16
Rua das Palmeiras,40,0,1.47,16.43,0.49
Rua dos Cedros,108,29,2.36,18.8,0.99
Rua do Sol,16,92,1.08,23.72,0.67
Rua das Palmeiras,54,155,3.61,9.52,0.3
Rua dos Passaros,94,66,4.23,1.38,0.22
Rua das Flores,131,9,2.97,25.8,0.56
Rua das Aguas,47,83,1.05,19.29,0.67
Rua da Colina,152,156,0.99,26.22,0.85
Rua das Orquideas,138,73,3.71,12.91,0.62
Rua das Laranjeiras,39,108,2.48,28.37,0.1
Rua da Cascata,120,146,2.73,27.26,0.75
Rua dos Jacarandas,94,13,4.23,8.51,0.55
Rua do Campo,127,150,2.06,12.09,0.11
Rua dos Jacarandas,69,18,4.83,26.16,0.45
Rua das Flores,63,148,4.61,6.72,0.79
Rua da Aurora,64,147,0.9,6.07,0.31
Rua das Oliveiras,104,128,1.42,7.41,0.62
Rua das Palmeiras,79,32,3.0,4.42,0.5
Rua dos Lirios,119,80,3.4,1.18,0.88
Rua dos Ipes,49,28,4.18,20.7,0.16
Rua da Colina,100,35,1.05,23.11,0.97
Rua dos Jacarandas,3,148,4.88,10.33,0.84
Rua dos Ipes,63,53,0.73,10.68,0.14
Rua dos Pinheiros,108,83,0.81,8.75,0.54
Rua das Laranjeiras,58,118,2.25,14.59,0.2
Rua das Orquideas,78,16,0.88,21.02,0.31
Rua da Cascata,155,115,1.09,5.8,0.68
Rua dos Pinheiros,73,28,3.4,4.39,0.82
Rua do Sol,87,23,1.03,26.19,0.84
Rua da Colina,143,125,4.07,15.48,0.3
Rua dos Cravos,76,50,4.26,21.23,0.14
Rua das Margaridas,157,16,1.07,10.46,0.89
Rua da Montanha,12,34,1.26,22.11,0.37
Rua dos Cedros,86,51,0.9,26.06,0.91
Rua dos Passaros,35,62,0.89,29.89,0.48
Rua das Oliveiras,99,37,3.99,11.8,0.13
Rua das Oliveiras,14,149,3.4,14.63,0.42
Rua das Acacias,122,65,2.15,15.8,0.74
Rua do Campo,25,157,3.63,3.02,0.44
Rua do Sol,150,145,1.21,2.17,0.71
Rua da Montanha,18,82,1.52,13.59,0.35
Rua das Violetas,0,65,3.13,18.91,0.87
Rua dos Passaros,66,31,1.29,9.71,0.74
Rua das Nuvens,93,131,0.94,16.53,0.78
Rua da Montanha,28,134,0.79,6.47,0.69
Rua das Laranjeiras,42,110,2.94,4.28,0.11
Rua da Colina,42,134,0.62,12.01,0.55
Rua das Orquideas,50,43,3.19,8.03,0.91
Rua do Sol,5,133,1.04,3.16,0.94
Rua dos Pinheiros,135,35,4.69,17.61,0.27
Rua das Margaridas,118,61,3.24,24.82,0.58
Rua das Palmeiras,149,49,2.69,28.83,0.91
Rua das Aguas,38,11,2.49,5.49,0.33
Rua dos Cravos,82,103,2.66,25.82,0.51
Rua das Rosas,151,14,0.54,29.43,0.65
Rua das Orquideas,120,98,3.91,29.23,0.79
Rua dos Girassois,98,37,2.72,25.64,0.44
Rua dos Ipes,101,98,2.78,4.32,0.1
Rua das Violetas,72,4,2.28,25.41,0.15
Rua das Flores,106,35,3.94,21.91,0.87
Rua do Sol,21,17,3.18,23.19,0.54
Rua dos Pinheiros,9,150,1.93,28.98,0.31
Rua dos Cravos,124,41,2.44,2.76,0.4
Rua das Laranjeiras,35,138,4.0,19.0,0.32
Rua das Flores,11,85,3.52,21.86,0.81
Rua da Cascata,61,137,4.67,21.06,0.14
Rua dos Girassois,44,107,1.23,23.22,0.42
Rua das Aguas,118,69,1.62,26.21,0.44
Rua das Palmeiras,62,91,3.05,17.69,0.38
Rua dos Pinheiros,2,3,3.95,2.93,0.14
Rua dos Passaros,22,7,4.84,1.64,0.27
Rua dos Jacarandas,19,114,4.36,1.25,0.19
Rua dos Lirios,22,27,1.67,22.41,0.9
Rua das Oliveiras,108,48,4.38,5.78,0.57
Rua dos Lirios,14,147,3.81,18.05,0.5
Rua das Nuvens,88,94,0.55,12.17,0.93
Rua do Campo,122,87,1.09,27.97,0.37
Rua das Violetas,22,86,0.82,15.43,0.69
Rua da Colina,64,46,1.95,8.49,0.8
Rua das Rosas,89,25,4.3,14.68,0.16
Rua das Aguas,79,12,3.5,17.27,0.29
Rua dos Girassois,84,17,4.71,25.86,0.28
Rua dos Cravos,80,70,0.95,21.43,0.76
Rua do Campo,21,11,0.51,10.75,0.19
Rua dos Cedros,38,119,2.46,9.82,0.17
Rua dos Cedros,103,44,4.32,8.04,0.63
Rua da Lua,1,118,2.16,13.23,0.37
Rua das Acacias,75,94,4.75,19.12,0.59
Rua do Sol,121,119,2.5,20.51,0.92
Rua dos Girassois,135,108,3.75,21.66,0.4
Rua da Cascata,98,105,1.87,16.85,0.81
Rua dos Ipes,104,48,3.87,14.03,0.16
Rua da Aurora,136,38,1.06,7.87,0.95
Rua dos Lirios,109,117,3.45,22.47,0.75
Rua da Aurora,57,101,1.4,6.41,0.78
Rua da Lua,32,139,1.38,23.05,0.76
Rua das Palmeiras,117,131,1.35,1.05,0.9
Rua dos Lirios,109,30,1.36,5.29,0.24
Rua das Rosas,23,138,1.17,27.22,0.64
Rua dos Girassois,60,13,3.97,11.02,0.97
Rua das Flores,41,146,1.56,5.22,0.31
Rua das Laranjeiras,139,86,3.48,7.58,0.31
Rua das Margaridas,37,110,3.78,17.39,0.36
Rua da Aurora,21,77,2.48,11.16,0.48
Rua das Palmeiras,71,110,4.43,5.37,0.81
Rua das Aguas,74,72,1.31,23.96,0.55
Rua das Laranjeiras,39,65,2.16,2.87,0.24
Rua das Aguas,92,46,3.63,21.39,0.21
Rua das Rosas,141,106,2.76,20.12,0.7
Rua das Palmeiras,123,96,3.71,11.56,0.19
Rua dos Cravos,78,89,4.34,29.72,0.9
Rua das Aguas,2,61,1.28,15.36,0.26
Rua da Cascata,130,148,2.87,26.01,0.77
Rua das Laranjeiras,105,18,3.29,16.36,0.72
Rua das Flores,92,129,1.2,22.1,0.51
Rua da Lua,21,51,4.46,21.34,0.9
Rua das Margaridas,154,89,4.58,27.69,0.5
Rua das Rosas,157,20,0.86,11.65,0.12
Rua das Violetas,136,152,4.13,7.52,0.98
Rua dos Lirios,25,28,1.31,21.69,0.52
Rua da Colina,143,100,1.6,19.38,0.58
Rua dos Passaros,85,102,3.33,13.84,0.4
Rua dos Ipes,29,128,3.9,4.54,0.5
Rua da Colina,145,82,3.15,18.81,0.6
Rua dos Lirios,8,62,1.26,9.87,0.43
Rua das Rosas,98,91,2.08,25.35,0.36
Rua das Violetas,92,57,2.41,24.66,0.26
Rua da Lua,85,90,0.99,29.15,0.27
Rua das Flores,13,63,1.14,29.07,0.99
Rua do Campo,88,112,1.38,8.34,0.61
Rua dos Girassois,67,84,1.0,26.7,0.97
Rua das Palmeiras,51,91,4.27,21.22,0.46
Rua da Cascata,105,80,4.64,27.82,0.99
Rua das Laranjeiras,68,58,0.53,17.92,0.92
Rua das Laranjeiras,144,76,2.94,14.4,0.63
Rua das Flores,147,80,2.38,13.05,0.77
Rua da Colina,45,10,4.23,2.31,0.98
Rua dos Pinheiros,86,0,1.72,1.29,0.89
Rua das Oliveiras,60,131,0.91,13.03,0.93
Rua das Oliveiras,88,94,1.67,7.37,0.27
Rua das Rosas,59,40,2.27,28.25,0.87
Rua das Violetas,156,71,3.67,29.24,0.86
Rua dos Girassois,21,110,4.79,1.81,0.72
Rua dos Pinheiros,83,73,1.34,11.56,0.65
Rua dos Ipes,42,44,0.65,3.41,0.69
Rua dos Passaros,151,42,3.13,13.56,0.6
Rua das Oliveiras,32,83,2.11,19.03,0.24
Rua das Violetas,0,46,3.23,17.84,0.85
Rua das Nuvens,108,131,3.05,23.18,0.9
Rua da Montanha,76,9,4.37,17.22,0.86
Rua da Aurora,136,152,2.43,4.59,0.76
Rua do Sol,128,137,4.45,13.6,0.6
Rua dos Cravos,111,123,2.09,15.82,0.53
Rua do Sol,90,127,4.54,28.3,0.12
Rua das Palmeiras,87,2,1.02,25.99,0.21
Rua dos Lirios,68,124,3.71,8.36,0.72
Rua dos Cedros,73,25,2.56,25.26,0.59
Rua dos Cedros,49,70,2.24,18.7,0.53
Rua da Aurora,56,108,1.31,15.07,0.33
Rua dos Lirios,145,132,2.74,20.08,0.67
Rua da Montanha,12,151,0.53,10.78,0.46
Rua das Flores,66,4,0.74,8.27,0.17
Rua dos Pinheiros,18,27,4.32,19.66,0.75
Rua das Oliveiras,117,85,3.5,23.91,0.32
Rua dos Passaros,74,111,3.11,17.32,0.99
Rua da Lua,58,93,3.43,28.24,0.36
Rua das Orquideas,82,107,1.0,10.83,0.54
Rua dos Girassois,64,47,2.96,11.89,0.47
Rua dos Ipes,127,54,3.09,8.45,0.88
Rua dos Pinheiros,94,31,2.35,15.82,0.41
Rua das Nuvens,114,54,3.02,16.9,0.14
Rua dos Passaros,144,134,4.19,5.37,0.23
Rua das Rosas,2,68,3.28,29.06,0.17
Rua das Flores,27,32,3.83,24.18,0.53
Rua das Rosas,115,139,1.75,4.64,0.27
Rua das Laranjeiras,18,64,4.1,7.87,0.18
Rua dos Cedros,94,83,3.82,8.59,0.76
Rua dos Cedros,82,26,4.99,14.32,0.43
Rua da Aurora,2,89,1.55,5.05,0.7
Rua das Oliveiras,20,26,3.86,26.54,0.38
Rua das Palmeiras,130,114,3.43,16.31,0.21
Rua dos Pinheiros,103,15,1.91,7.17,0.18
Rua da Aurora,23,143,1.94,14.81,0.87
Rua dos Ipes,5,48,2.77,22.06,0.93
Rua dos Passaros,130,135,3.14,27.14,0.24
Rua dos Pinheiros,78,37,4.0,4.66,0.25
Rua dos Passaros,116,154,2.42,14.97,0.95
Rua das Palmeiras,43,23,4.38,28.62,0.63
Rua das Orquideas,47,73,4.03,2.38,0.17
Rua da Aurora,7,37,2.13,2.24,0.95
Rua da Cascata,16,22,2.8,13.09,0.74
Rua da Colina,58,17,4.02,25.19,0.61
Rua das Aguas,87,135,0.59,17.84,0.2
Rua dos Ipes,67,27,0.55,10.71,0.19
Rua das Nuvens,114,98,3.4,23.41,0.52
Rua da Cascata,87,127,3.58,8.31,0.99
Rua da Colina,52,28,4.07,22.43,0.57
Rua das Oliveiras,140,44,3.41,17.62,0.31
Rua do Sol,66,98,2.19,15.86,0.6
Rua dos Jacarandas,88,152,2.0,20.7,0.28
Rua dos Cravos,147,91,2.78,2.37,0.98
Rua das Orquideas,135,61,4.69,11.55,0.81
Rua das Flores,142,47,4.96,2.84,0.98
Rua das Palmeiras,103,95,0.84,2.7,0.2
Rua dos Lirios,21,44,1.25,4.79,0.22
Rua dos Lirios,11,122,4.84,3.97,0.42
Rua da Montanha,93,121,3.49,29.67,0.97
Rua dos Pinheiros,152,153,2.21,10.8,0.72
Rua dos Passaros,149,60,2.21,7.81,0.28
Rua do Campo,13,43,1.36,2.39,0.53
Rua dos Cravos,86,130,2.58,25.32,0.24
Rua do Sol,145,16,1.86,19.6,0.62
Rua da Cascata,157,47,3.48,9.7,0.65
Rua das Orquideas,109,97,4.02,10.09,0.22
Rua das Oliveiras,153,112,4.45,10.68,0.63
Rua da Cascata,36,153,4.06,7.29,0.61
Rua do Sol,92,35,4.95,2.58,0.73
Rua do Campo,127,44,2.17,28.12,0.42
Rua das Laranjeiras,80,59,1.19,17.75,0.88
Rua dos Passaros,53,87,2.09,25.82,0.1
Rua das Palmeiras,50,152,3.97,1.06,0.26
Rua dos Passaros,80,42,0.59,12.24,0.3
Rua das Laranjeiras,95,156,1.74,22.1,0.85
Rua das Margaridas,90,76,4.49,21.31,0.8
Rua das Violetas,7,105,4.06,20.13,0.67
Rua dos Cedros,86,94,4.59,23.03,0.6
Rua da Colina,59,15,4.4,20.89,0.55
Rua das Violetas,81,84,3.65,14.61,0.85
Rua do Sol,7,68,3.75,23.27,0.29
Rua das Rosas,12,49,4.94,17.0,0.49
Rua da Cascata,19,43,3.57,16.17,0.62
Rua das Laranjeiras,44,112,2.34,23.48,0.19
Rua dos Lirios,125,79,3.21,16.84,0.3
Rua dos Girassois,117,37,2.18,26.31,0.85
Rua do Sol,4,149,4.63,17.51,0.69
Rua das Orquideas,56,112,0.61,26.99,0.61
Rua dos Passaros,55,31,2.55,18.47,0.36
Rua da Cascata,131,15,2.99,17.91,0.46
Rua dos Pinheiros,125,101,4.7,9.85,0.65
Rua da Lua,150,116,2.38,9.45,0.99
Rua das Nuvens,84,91,3.75,28.63,0.56
Rua dos Passaros,118,3,3.94,29.18,0.67
Rua das Oliveiras,126,10,2.94,9.23,0.27
Rua das Orquideas,79,108,0.86,20.67,0.12
Rua dos Girassois,104,150,2.84,20.92,0.5
Rua das Violetas,34,104,3.6,4.01,0.39
Rua do Sol,150,71,1.5,13.44,0.87
Rua dos Lirios,106,27,1.85,7.15,0.89
Rua do Sol,101,112,3.64,17.89,0.43
Rua dos Girassois,35,73,4.79,29.19,0.57
Rua da Lua,36,28,2.41,1.6,0.42
Rua da Cascata,71,95,1.47,23.02,0.26
Rua da Cascata,62,42,1.83,2.64,0.77
Rua da Lua,107,91,2.57,17.52,0.13
Rua dos Girassois,90,97,2.76,13.67,0.74
Rua das Rosas,105,122,4.24,20.59,0.81
Rua das Violetas,52,69,3.36,15.8,0.95
Rua da Cascata,128,18,0.73,25.76,0.62
Rua das Flores,103,10,1.67,7.11,0.46
Rua do Campo,48,147,0.72,14.86,0.47
Rua das Violetas,124,106,2.4,10.64,0.84
Rua do Sol,91,76,4.68,18.06,0.48
Rua do Campo,110,108,3.69,1.68,0.59
Rua do Sol,98,59,0.72,14.56,0.26
Rua das Aguas,118,70,0.87,3.59,0.22
Rua da Aurora,63,73,1.44,5.92,0.28
Rua das Margaridas,18,81,4.36,24.32,0.22
Rua do Campo,7,151,4.69,3.9,0.58
Rua das Palmeiras,101,124,3.21,27.78,0.67
Rua da Cascata,39,65,3.11,13.33,0.66
Rua das Acacias,77,149,4.52,9.96,0.15
Rua das Margaridas,112,93,1.92,21.93,0.93
Rua dos Cravos,94,99,4.92,26.71,0.4
Rua das Aguas,73,28,3.4,24.01,0.72
Rua das Laranjeiras,62,48,3.37,11.95,0.27
Rua da Colina,67,93,3.73,27.77,0.36
Rua das Violetas,41,75,4.74,2.44,0.12
Rua das Flores,2,74,2.72,5.21,0.47
Rua das Flores,151,22,4.38,1.94,0.83
Rua da Colina,122,8,3.85,3.28,0.15
Rua das Orquideas,95,75,3.66,29.95,0.83
Rua das Orquideas,104,22,3.61,14.27,0.18
Rua dos Pinheiros,78,55,1.55,20.99,0.7
Rua das Flores,61,85,3.06,28.53,0.95
Rua do Sol,144,67,2.25,12.85,0.26
Rua dos Pinheiros,31,124,2.91,20.62,0.61
Rua dos Pinheiros,30,116,4.98,9.82,0.26
Rua das Palmeiras,71,60,3.27,24.51,0.29
Rua das Flores,72,127,1.28,1.98,0.4
Rua dos Passaros,17,133,4.79,22.52,0.72
Rua dos Cedros,120,12,1.11,19.28,0.35
Rua da Cascata,72,10,3.23,11.8,0.16
Rua das Palmeiras,74,75,3.91,15.68,0.97
Rua das Laranjeiras,118,3,4.18,17.4,0.78
Rua dos Passaros,127,49,2.42,3.65,0.87
Rua dos Girassois,37,144,0.75,27.33,0.39
Rua das Rosas,92,54,2.48,4.32,0.76
Rua do Campo,110,29,2.83,14.13,0.61
Rua do Campo,25,9,1.56,17.2,0.81
Rua da Montanha,122,26,0.82,9.26,0.3
Rua da Lua,90,2,1.25,13.24,0.45
Rua das Oliveiras,88,27,3.72,27.77,0.19
Rua das Flores,28,61,3.54,11.98,0.68
Rua das Laranjeiras,126,48,3.85,24.06,0.38
Rua dos Jacarandas,31,8,3.37,18.83,0.88
Rua da Aurora,44,3,2.55,22.92,0.84
Rua dos Girassois,53,15,0.91,12.46,0.8
Rua das Margaridas,82,143,3.19,14.01,0.95
Rua das Violetas,51,135,0.72,28.97,0.31
Rua da Montanha,33,8,4.97,8.38,0.24
Rua das Nuvens,108,21,3.5,24.06,0.43
Rua das Orquideas,105,1,3.66,10.91,0.67
Rua dos Pinheiros,27,76,2.91,12.25,0.34
Rua da Cascata,5,43,2.06,9.85,0.69
Rua da Cascata,114,13,3.97,29.08,0.17
Rua das Acacias,59,157,2.45,14.06,0.21
Rua da Lua,150,93,1.93,10.33,0.72
Rua das Violetas,136,118,2.64,11.54,0.23
Rua dos Lirios,136,115,1.49,17.15,0.19
Rua das Acacias,98,135,1.13,12.63,0.81
Rua das Palmeiras,23,58,4.14,15.71,0.23
Rua das Rosas,31,103,0.77,6.61,0.13
Rua dos Pinheiros,2,61,1.16,1.39,0.97
Rua das Acacias,4,46,4.77,2.48,0.52
Rua das Palmeiras,117,49,3.78,26.02,0.35
Rua dos Girassois,115,117,4.53,22.75,0.44
Rua das Laranjeiras,36,141,0.68,11.22,0.38
Rua das Laranjeiras,133,58,4.5,20.88,0.9
Rua dos Ipes,42,103,3.82,12.34,0.1
Rua dos Passaros,92,9,3.85,10.4,0.6
Rua dos Cedros,42,0,2.01,10.16,0.38
Rua das Acacias,69,96,1.63,23.36,0.28
Rua das Palmeiras,107,121,2.0,26.5,0.4
Rua das Aguas,92,60,4.59,25.66,0.88
Rua das Flores,138,69,2.42,1.96,0.17
Rua da Lua,30,129,0.56,13.07,0.14
Rua da Montanha,79,21,4.88,2.33,0.44
Rua dos Ipes,142,61,3.8,14.09,0.27
Rua dos Cedros,13,6,3.43,6.02,0.2
Rua das Flores,86,18,4.44,25.65,0.39
Rua das Rosas,83,120,2.74,26.74,0.65
Rua das Flores,15,43,4.42,25.16,0.81
Rua das Aguas,153,113,2.51,19.83,0.19
Rua dos Cedros,134,72,1.78,23.92,0.55
Rua das Nuvens,43,157,4.11,12.17,0.93
Rua das Violetas,58,103,2.25,22.18,0.3
Rua das Acacias,59,8,3.8,18.54,0.44
Rua do Sol,108,73,2.09,6.09,0.31
Rua da Lua,70,132,2.41,6.89,0.74
Rua dos Cravos,123,17,3.79,27.93,0.93
Rua dos Cravos,5,146,0.99,26.46,0.18
Rua das Aguas,38,69,1.62,5.93,0.76
Rua das Laranjeiras,116,72,2.98,23.97,0.15
Rua do Sol,80,76,0.52,14.75,0.93
Rua das Margaridas,97,156,2.26,13.13,0.4
Rua dos Cravos,101,150,4.12,8.1,0.51
Rua da Aurora,149,153,2.96,28.23,0.78
Rua dos Lirios,58,60,4.16,11.55,0.76
Rua dos Passaros,97,76,1.37,29.81,0.26
Rua das Aguas,139,140,4.38,1.93,0.39
Rua das Palmeiras,142,11,1.04,22.33,0.72
